table,column,human_name,data_type,is_nullable,char_length,used_w1,total_w1,pct_w1,grade_w1,used_w2,total_w2,pct_w2,grade_w2,used_all,total_all,pct_all,grade_all,distinct_non_empty_all,description_short,description_long,date_filter,notes
shows_results,Excellent,Excellent,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,Cannotbejudged,Cannotbejudged,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,VeryGood,Very Good,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,VeryPromising,Very Promising,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,Good,Good,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,Promising,Promising,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,Sufficient,Sufficient,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,Satisfactory,Satisfactory,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,Disqualified,Disqualified,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,Remarks,Remarks,longtext,YES,4294967295,5,8307,0.06,1,19824,21561,91.94,10,19829,29868,66.39,9,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: longtext(4294967295), Nullable: YES.",created_at,"Data type: longtext(4294967295), Nullable: YES."
shows_results,Rank,Rank,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,CACIB,Cacib,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BD,Bd,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BOS,Bos,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BPIS,Bpis,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BPIS2,Bpis2,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BPIS3,Bpis3,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BJIS,Bjis,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BJIS2,Bjis2,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BJIS3,Bjis3,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BVIS,Bvis,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BVIS2,Bvis2,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BVIS3,Bvis3,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BIG,Big,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BIG2,Big2,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BIG3,Big3,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BIS,Bis,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BIS2,Bis2,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BIS3,Bis3,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BreedID,Breed Id,decimal,YES,,8282,8307,99.70,10,21561,21561,100.00,10,29843,29868,99.92,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Breed mapping via BreedsDB.BreedCode. Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
shows_results,NotPresent,Not Present,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,GenderID,Gender Id,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
shows_results,NoTitle,No Title,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,VCAC,Vcac,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,RVCAC,Rvcac,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BBaby,Bbaby,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BBIS,Bbis,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BBIS2,Bbis2,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BBIS3,Bbis3,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,created_at,Created At,timestamp,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Creation timestamp of the record.,"Date/time the row was created. Used for windowing (W1/W2) when available. Ensure timezone consistency and non-nullability assumptions. Type: timestamp, Nullable: YES.",created_at,"Data type: timestamp, Nullable: YES. Primary candidate for windowing (W1/W2) if populated; otherwise fallback to other date columns."
shows_results,updated_at,Updated At,timestamp,YES,,8307,8307,100.00,9,21561,21561,100.00,9,29868,29868,100.00,9,,Last modification timestamp.,"Date/time when the row was last updated. Often nullable; not used for windowing. Useful for audit trails but not a presence indicator. Type: timestamp, Nullable: YES.",created_at,"Data type: timestamp, Nullable: YES."
shows_results,deleted_at,Deleted At,timestamp,YES,,0,8307,0.00,1,0,21561,0.00,1,0,29868,0.00,1,,Soft delete timestamp.,"Nullable timestamp set when the row is soft-deleted. Presence here indicates deletion; absence does not imply use. Type: timestamp, Nullable: YES.",created_at,"Data type: timestamp, Nullable: YES. Soft-deletion flag; low usage does not imply irrelevance."
shows_results,BBaby2,Bbaby2,decimal,YES,,2,8307,0.02,1,21561,21561,100.00,10,21563,29868,72.19,9,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BBaby3,Bbaby3,decimal,YES,,2,8307,0.02,1,21561,21561,100.00,10,21563,29868,72.19,9,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,VCACIB,Vcacib,decimal,YES,,0,8307,0.00,1,6106,21561,28.32,7,6106,29868,20.44,6,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,JCACIB,Jcacib,decimal,YES,,0,8307,0.00,1,6106,21561,28.32,7,6106,29868,20.44,6,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
Shows_Structure,id,Id,int,NO,,1479,1479,100.00,10,1207,1207,100.00,10,2686,2686,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: int, Nullable: NO.",created_at,"Data type: int, Nullable: NO. Likely FK; confirm target table via relationship map."
Shows_Structure,DataID,Data Id,bigint,NO,,1479,1479,100.00,10,1207,1207,100.00,10,2686,2686,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: bigint, Nullable: NO.",created_at,"Data type: bigint, Nullable: NO."
Shows_Structure,ModificationDateTime,Modification Date Time,datetime,YES,,1448,1479,97.90,10,0,1207,0.00,1,1448,2686,53.91,9,,Last modification timestamp.,"Date/time when the row was last updated. Often nullable; not used for windowing. Useful for audit trails but not a presence indicator. Type: datetime, Nullable: YES.",created_at,"Data type: datetime, Nullable: YES."
Shows_Structure,CreationDateTime,Creation Date Time,datetime,YES,,1448,1479,97.90,10,0,1207,0.00,1,1448,2686,53.91,9,,Creation timestamp of the record.,"Date/time the row was created. Used for windowing (W1/W2) when available. Ensure timezone consistency and non-nullability assumptions. Type: datetime, Nullable: YES.",created_at,"Data type: datetime, Nullable: YES. Primary candidate for windowing (W1/W2) if populated; otherwise fallback to other date columns."
Shows_Structure,ShowID,Show Id,decimal,YES,,1479,1479,100.00,10,1207,1207,100.00,10,2686,2686,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
Shows_Structure,GroupName,Group Name,varchar,YES,200,1477,1479,99.86,10,1207,1207,100.00,10,2684,2686,99.93,10,,Name or label text.,"Human-readable name field. For bilingual columns (Hebrew/English), consider fallbacks and presentation rules in UI. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
Shows_Structure,GroupParentID,Group Parent Id,decimal,YES,,1448,1479,97.90,10,1206,1207,99.92,10,2654,2686,98.81,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
Shows_Structure,ClassID,Class Id,decimal,YES,,4,1479,0.27,1,0,1207,0.00,1,4,2686,0.15,1,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
Shows_Structure,OrderID,Order Id,decimal,YES,,1479,1479,100.00,10,1207,1207,100.00,10,2686,2686,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
Shows_Structure,ArenaType,Arena Type,decimal,YES,,439,1479,29.68,7,1207,1207,100.00,10,1646,2686,61.28,9,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Fully populated since 2022. Data type: decimal, Nullable: YES."
Shows_Structure,ManagerPass,Manager Pass,varchar,YES,200,396,1479,26.77,7,1207,1207,100.00,10,1603,2686,59.68,9,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
Shows_Structure,created_at,Created At,timestamp,YES,,1479,1479,100.00,10,1207,1207,100.00,10,2686,2686,100.00,10,,Creation timestamp of the record.,"Date/time the row was created. Used for windowing (W1/W2) when available. Ensure timezone consistency and non-nullability assumptions. Type: timestamp, Nullable: YES.",created_at,"Data type: timestamp, Nullable: YES. Primary candidate for windowing (W1/W2) if populated; otherwise fallback to other date columns."
Shows_Structure,updated_at,Updated At,timestamp,YES,,35,1479,2.37,1,1207,1207,100.00,9,1242,2686,46.24,8,,Last modification timestamp.,"Date/time when the row was last updated. Often nullable; not used for windowing. Useful for audit trails but not a presence indicator. Type: timestamp, Nullable: YES.",created_at,"Data type: timestamp, Nullable: YES."
Shows_Structure,deleted_at,Deleted At,timestamp,YES,,19,1479,1.28,1,184,1207,15.24,3,203,2686,7.56,1,,Soft delete timestamp.,"Nullable timestamp set when the row is soft-deleted. Presence here indicates deletion; absence does not imply use. Type: timestamp, Nullable: YES.",created_at,"Data type: timestamp, Nullable: YES. Soft-deletion flag; low usage does not imply irrelevance."
Shows_Structure,JudgeID,Judge Id,decimal,YES,,1,1479,0.07,1,300,1207,24.86,7,301,2686,11.21,4,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"FK to JudgesDB.DataID (sparse). Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
Shows_Structure,arena_date,Arena Date,timestamp,YES,,0,1479,0.00,1,43,1207,3.56,1,43,2686,1.60,1,,Date/time value.,"Temporal field; confirm timezone and valid ranges. In legacy data some fields may be sparsely populated. Type: timestamp, Nullable: YES.",created_at,"Data type: timestamp, Nullable: YES."
Shows_Structure,OrderTime,Order Time,datetime,YES,,0,1479,0.00,1,83,1207,6.88,2,83,2686,3.09,1,,Date/time value.,"Temporal field; confirm timezone and valid ranges. In legacy data some fields may be sparsely populated. Type: datetime, Nullable: YES.",created_at,"Data type: datetime, Nullable: YES."
show_winners,id,Id,bigint,NO,,0,0,0.00,1,28,28,100.00,10,28,28,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: bigint, Nullable: NO.",created_at,"Data type: bigint, Nullable: NO. Likely FK; confirm target table via relationship map."
show_winners,ShowID,Show Id,bigint,NO,,0,0,0.00,1,28,28,100.00,10,28,28,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: bigint, Nullable: NO.",created_at,"Data type: bigint, Nullable: NO. Likely FK; confirm target table via relationship map."
show_winners,couples,Couples,varchar,YES,255,0,0,0.00,1,25,28,89.29,10,25,28,89.29,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(255), Nullable: YES.",created_at,"Data type: varchar(255), Nullable: YES."
show_winners,couples2,Couples2,varchar,YES,255,0,0,0.00,1,24,28,85.71,10,24,28,85.71,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(255), Nullable: YES.",created_at,"Data type: varchar(255), Nullable: YES."
show_winners,couples3,Couples3,varchar,YES,255,0,0,0.00,1,15,28,53.57,9,15,28,53.57,9,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(255), Nullable: YES.",created_at,"Data type: varchar(255), Nullable: YES."
show_winners,breeding_houses,Breeding Houses,varchar,YES,255,0,0,0.00,1,20,28,71.43,9,20,28,71.43,9,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(255), Nullable: YES.",created_at,"Data type: varchar(255), Nullable: YES."
show_winners,breeding_houses2,Breeding Houses2,varchar,YES,255,0,0,0.00,1,17,28,60.71,9,17,28,60.71,9,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(255), Nullable: YES.",created_at,"Data type: varchar(255), Nullable: YES."
show_winners,breeding_houses3,Breeding Houses3,varchar,YES,255,0,0,0.00,1,11,28,39.29,8,11,28,39.29,8,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(255), Nullable: YES.",created_at,"Data type: varchar(255), Nullable: YES."
show_winners,puppies,Puppies,varchar,YES,255,0,0,0.00,1,9,28,32.14,7,9,28,32.14,7,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(255), Nullable: YES.",created_at,"Data type: varchar(255), Nullable: YES."
show_winners,puppies2,Puppies2,varchar,YES,255,0,0,0.00,1,5,28,17.86,5,5,28,17.86,5,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(255), Nullable: YES.",created_at,"Data type: varchar(255), Nullable: YES."
show_winners,puppies3,Puppies3,varchar,YES,255,0,0,0.00,1,3,28,10.71,3,3,28,10.71,3,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(255), Nullable: YES.",created_at,"Data type: varchar(255), Nullable: YES."
show_winners,created_at,Created At,timestamp,YES,,0,0,0.00,1,28,28,100.00,10,28,28,100.00,10,,Creation timestamp of the record.,"Date/time the row was created. Used for windowing (W1/W2) when available. Ensure timezone consistency and non-nullability assumptions. Type: timestamp, Nullable: YES.",created_at,"Data type: timestamp, Nullable: YES. Primary candidate for windowing (W1/W2) if populated; otherwise fallback to other date columns."
show_winners,updated_at,Updated At,timestamp,YES,,0,0,0.00,1,28,28,100.00,9,28,28,100.00,9,,Last modification timestamp.,"Date/time when the row was last updated. Often nullable; not used for windowing. Useful for audit trails but not a presence indicator. Type: timestamp, Nullable: YES.",created_at,"Data type: timestamp, Nullable: YES."
